gen,attempt_add,exec_add,attempt_del,exec_del,attempt_mod,exec_mod,attempt_mode,exec_mode,attempt_total,exec_total,attempt_share_add,attempt_share_del,attempt_share_mod,attempt_share_mode,exec_share_add,exec_share_del,exec_share_mod,exec_share_mode,success_rate,success_add,success_del,success_mod,success_mode
196,5,4,1,1,9,0,2,0,17,5,0.29411764705882354,0.058823529411764705,0.5294117647058824,0.11764705882352941,0.8,0.2,0.0,0.0,0.29411764705882354,0.8,1.0,0.0,0.0
197,3,2,1,1,11,4,4,0,19,7,0.15789473684210525,0.05263157894736842,0.5789473684210527,0.21052631578947367,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.0,0.3684210526315789,0.6666666666666666,1.0,0.36363636363636365,0.0
198,6,5,0,0,12,2,4,0,22,7,0.2727272727272727,0.0,0.5454545454545454,0.18181818181818182,0.7142857142857143,0.0,0.2857142857142857,0.0,0.3181818181818182,0.8333333333333334,0.0,0.16666666666666666,0.0
199,5,4,4,4,3,2,3,0,15,10,0.3333333333333333,0.26666666666666666,0.2,0.2,0.4,0.4,0.2,0.0,0.6666666666666666,0.8,1.0,0.6666666666666666,0.0
200,2,1,3,3,11,1,7,0,23,5,0.08695652173913043,0.13043478260869565,0.4782608695652174,0.30434782608695654,0.2,0.6,0.2,0.0,0.21739130434782608,0.5,1.0,0.09090909090909091,0.0
201,7,7,0,0,13,4,1,0,21,11,0.3333333333333333,0.0,0.6190476190476191,0.047619047619047616,0.6363636363636364,0.0,0.36363636363636365,0.0,0.5238095238095238,1.0,0.0,0.3076923076923077,0.0
202,7,5,0,0,9,6,3,0,19,11,0.3684210526315789,0.0,0.47368421052631576,0.15789473684210525,0.45454545454545453,0.0,0.5454545454545454,0.0,0.5789473684210527,0.7142857142857143,0.0,0.6666666666666666,0.0
203,5,3,4,4,7,2,3,0,19,9,0.2631578947368421,0.21052631578947367,0.3684210526315789,0.15789473684210525,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.47368421052631576,0.6,1.0,0.2857142857142857,0.0
204,4,3,0,0,10,1,3,0,17,4,0.23529411764705882,0.0,0.5882352941176471,0.17647058823529413,0.75,0.0,0.25,0.0,0.23529411764705882,0.75,0.0,0.1,0.0
205,7,6,0,0,9,1,3,0,19,7,0.3684210526315789,0.0,0.47368421052631576,0.15789473684210525,0.8571428571428571,0.0,0.14285714285714285,0.0,0.3684210526315789,0.8571428571428571,0.0,0.1111111111111111,0.0
206,4,4,0,0,4,0,4,0,12,4,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0
207,3,3,2,2,6,3,5,0,16,8,0.1875,0.125,0.375,0.3125,0.375,0.25,0.375,0.0,0.5,1.0,1.0,0.5,0.0
208,7,6,0,0,13,3,2,0,22,9,0.3181818181818182,0.0,0.5909090909090909,0.09090909090909091,0.6666666666666666,0.0,0.3333333333333333,0.0,0.4090909090909091,0.8571428571428571,0.0,0.23076923076923078,0.0
209,3,1,2,2,9,2,9,0,23,5,0.13043478260869565,0.08695652173913043,0.391304347826087,0.391304347826087,0.2,0.4,0.4,0.0,0.21739130434782608,0.3333333333333333,1.0,0.2222222222222222,0.0
210,4,4,1,1,6,0,8,0,19,5,0.21052631578947367,0.05263157894736842,0.3157894736842105,0.42105263157894735,0.8,0.2,0.0,0.0,0.2631578947368421,1.0,1.0,0.0,0.0
211,3,3,2,2,9,3,5,0,19,8,0.15789473684210525,0.10526315789473684,0.47368421052631576,0.2631578947368421,0.375,0.25,0.375,0.0,0.42105263157894735,1.0,1.0,0.3333333333333333,0.0
212,8,8,1,1,8,7,2,0,19,16,0.42105263157894735,0.05263157894736842,0.42105263157894735,0.10526315789473684,0.5,0.0625,0.4375,0.0,0.8421052631578947,1.0,1.0,0.875,0.0
213,4,4,1,1,7,2,4,0,16,7,0.25,0.0625,0.4375,0.25,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.4375,1.0,1.0,0.2857142857142857,0.0
214,6,5,0,0,5,2,4,0,15,7,0.4,0.0,0.3333333333333333,0.26666666666666666,0.7142857142857143,0.0,0.2857142857142857,0.0,0.4666666666666667,0.8333333333333334,0.0,0.4,0.0
215,3,2,0,0,7,2,4,0,14,4,0.21428571428571427,0.0,0.5,0.2857142857142857,0.5,0.0,0.5,0.0,0.2857142857142857,0.6666666666666666,0.0,0.2857142857142857,0.0
216,3,2,3,3,7,3,7,0,20,8,0.15,0.15,0.35,0.35,0.25,0.375,0.375,0.0,0.4,0.6666666666666666,1.0,0.42857142857142855,0.0
217,7,6,1,1,4,3,4,0,16,10,0.4375,0.0625,0.25,0.25,0.6,0.1,0.3,0.0,0.625,0.8571428571428571,1.0,0.75,0.0
218,6,6,2,2,11,1,7,0,26,9,0.23076923076923078,0.07692307692307693,0.4230769230769231,0.2692307692307692,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,0.34615384615384615,1.0,1.0,0.09090909090909091,0.0
219,4,4,0,0,5,0,6,0,15,4,0.26666666666666666,0.0,0.3333333333333333,0.4,1.0,0.0,0.0,0.0,0.26666666666666666,1.0,0.0,0.0,0.0
220,6,6,2,2,8,3,6,0,22,11,0.2727272727272727,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.5454545454545454,0.18181818181818182,0.2727272727272727,0.0,0.5,1.0,1.0,0.375,0.0
221,3,3,2,2,7,1,2,0,14,6,0.21428571428571427,0.14285714285714285,0.5,0.14285714285714285,0.5,0.3333333333333333,0.16666666666666666,0.0,0.42857142857142855,1.0,1.0,0.14285714285714285,0.0
222,3,3,0,0,4,3,2,0,9,6,0.3333333333333333,0.0,0.4444444444444444,0.2222222222222222,0.5,0.0,0.5,0.0,0.6666666666666666,1.0,0.0,0.75,0.0
223,3,3,2,2,5,1,10,0,20,6,0.15,0.1,0.25,0.5,0.5,0.3333333333333333,0.16666666666666666,0.0,0.3,1.0,1.0,0.2,0.0
224,10,10,0,0,7,4,2,0,19,14,0.5263157894736842,0.0,0.3684210526315789,0.10526315789473684,0.7142857142857143,0.0,0.2857142857142857,0.0,0.7368421052631579,1.0,0.0,0.5714285714285714,0.0
225,4,4,1,1,8,2,6,0,19,7,0.21052631578947367,0.05263157894736842,0.42105263157894735,0.3157894736842105,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.3684210526315789,1.0,1.0,0.25,0.0
226,3,3,0,0,6,1,0,0,9,4,0.3333333333333333,0.0,0.6666666666666666,0.0,0.75,0.0,0.25,0.0,0.4444444444444444,1.0,0.0,0.16666666666666666,0.0
227,7,7,1,1,9,8,0,0,17,16,0.4117647058823529,0.058823529411764705,0.5294117647058824,0.0,0.4375,0.0625,0.5,0.0,0.9411764705882353,1.0,1.0,0.8888888888888888,0.0
228,8,8,0,0,7,1,6,0,21,9,0.38095238095238093,0.0,0.3333333333333333,0.2857142857142857,0.8888888888888888,0.0,0.1111111111111111,0.0,0.42857142857142855,1.0,0.0,0.14285714285714285,0.0
229,5,4,1,1,7,3,4,0,17,8,0.29411764705882354,0.058823529411764705,0.4117647058823529,0.23529411764705882,0.5,0.125,0.375,0.0,0.47058823529411764,0.8,1.0,0.42857142857142855,0.0
230,3,3,1,1,10,2,2,0,16,6,0.1875,0.0625,0.625,0.125,0.5,0.16666666666666666,0.3333333333333333,0.0,0.375,1.0,1.0,0.2,0.0
231,8,6,1,1,9,2,3,0,21,9,0.38095238095238093,0.047619047619047616,0.42857142857142855,0.14285714285714285,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.0,0.42857142857142855,0.75,1.0,0.2222222222222222,0.0
232,5,3,0,0,9,2,5,0,19,5,0.2631578947368421,0.0,0.47368421052631576,0.2631578947368421,0.6,0.0,0.4,0.0,0.2631578947368421,0.6,0.0,0.2222222222222222,0.0
233,5,5,1,1,5,1,6,0,17,7,0.29411764705882354,0.058823529411764705,0.29411764705882354,0.35294117647058826,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,0.4117647058823529,1.0,1.0,0.2,0.0
234,6,6,0,0,6,0,6,0,18,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0
235,5,4,1,1,5,3,8,0,19,8,0.2631578947368421,0.05263157894736842,0.2631578947368421,0.42105263157894735,0.5,0.125,0.375,0.0,0.42105263157894735,0.8,1.0,0.6,0.0
236,7,6,3,3,10,1,5,0,25,10,0.28,0.12,0.4,0.2,0.6,0.3,0.1,0.0,0.4,0.8571428571428571,1.0,0.1,0.0
237,6,6,0,0,8,1,4,0,18,7,0.3333333333333333,0.0,0.4444444444444444,0.2222222222222222,0.8571428571428571,0.0,0.14285714285714285,0.0,0.3888888888888889,1.0,0.0,0.125,0.0
238,10,8,2,2,10,2,3,0,25,12,0.4,0.08,0.4,0.12,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.48,0.8,1.0,0.2,0.0
239,2,2,2,2,16,2,4,0,24,6,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.25,1.0,1.0,0.125,0.0
240,6,4,1,1,7,2,5,0,19,7,0.3157894736842105,0.05263157894736842,0.3684210526315789,0.2631578947368421,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.3684210526315789,0.6666666666666666,1.0,0.2857142857142857,0.0
241,5,4,1,1,6,1,6,0,18,6,0.2777777777777778,0.05555555555555555,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.8,1.0,0.16666666666666666,0.0
242,7,6,1,1,8,1,5,0,21,8,0.3333333333333333,0.047619047619047616,0.38095238095238093,0.23809523809523808,0.75,0.125,0.125,0.0,0.38095238095238093,0.8571428571428571,1.0,0.125,0.0
243,4,4,0,0,6,0,3,0,13,4,0.3076923076923077,0.0,0.46153846153846156,0.23076923076923078,1.0,0.0,0.0,0.0,0.3076923076923077,1.0,0.0,0.0,0.0
244,6,5,0,0,9,3,3,0,18,8,0.3333333333333333,0.0,0.5,0.16666666666666666,0.625,0.0,0.375,0.0,0.4444444444444444,0.8333333333333334,0.0,0.3333333333333333,0.0
245,5,3,1,1,12,0,3,0,21,4,0.23809523809523808,0.047619047619047616,0.5714285714285714,0.14285714285714285,0.75,0.25,0.0,0.0,0.19047619047619047,0.6,1.0,0.0,0.0
246,8,7,2,2,5,2,5,0,20,11,0.4,0.1,0.25,0.25,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.0,0.55,0.875,1.0,0.4,0.0
247,6,6,1,1,6,0,3,0,16,7,0.375,0.0625,0.375,0.1875,0.8571428571428571,0.14285714285714285,0.0,0.0,0.4375,1.0,1.0,0.0,0.0
248,4,4,2,2,5,2,7,0,18,8,0.2222222222222222,0.1111111111111111,0.2777777777777778,0.3888888888888889,0.5,0.25,0.25,0.0,0.4444444444444444,1.0,1.0,0.4,0.0
249,8,7,0,0,2,0,4,0,14,7,0.5714285714285714,0.0,0.14285714285714285,0.2857142857142857,1.0,0.0,0.0,0.0,0.5,0.875,0.0,0.0,0.0
250,6,5,1,1,4,2,6,0,17,8,0.35294117647058826,0.058823529411764705,0.23529411764705882,0.35294117647058826,0.625,0.125,0.25,0.0,0.47058823529411764,0.8333333333333334,1.0,0.5,0.0
251,4,3,0,0,4,1,2,0,10,4,0.4,0.0,0.4,0.2,0.75,0.0,0.25,0.0,0.4,0.75,0.0,0.25,0.0
252,6,5,0,0,7,4,9,0,22,9,0.2727272727272727,0.0,0.3181818181818182,0.4090909090909091,0.5555555555555556,0.0,0.4444444444444444,0.0,0.4090909090909091,0.8333333333333334,0.0,0.5714285714285714,0.0
253,4,3,1,1,10,4,4,0,19,8,0.21052631578947367,0.05263157894736842,0.5263157894736842,0.21052631578947367,0.375,0.125,0.5,0.0,0.42105263157894735,0.75,1.0,0.4,0.0
254,7,6,1,1,3,2,8,0,19,9,0.3684210526315789,0.05263157894736842,0.15789473684210525,0.42105263157894735,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.0,0.47368421052631576,0.8571428571428571,1.0,0.6666666666666666,0.0
255,2,1,1,1,7,2,5,0,15,4,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.3333333333333333,0.25,0.25,0.5,0.0,0.26666666666666666,0.5,1.0,0.2857142857142857,0.0
256,8,8,4,4,7,2,4,0,23,14,0.34782608695652173,0.17391304347826086,0.30434782608695654,0.17391304347826086,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.6086956521739131,1.0,1.0,0.2857142857142857,0.0
257,4,2,0,0,4,1,2,0,10,3,0.4,0.0,0.4,0.2,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3,0.5,0.0,0.25,0.0
258,4,3,1,1,7,2,3,0,15,6,0.26666666666666666,0.06666666666666667,0.4666666666666667,0.2,0.5,0.16666666666666666,0.3333333333333333,0.0,0.4,0.75,1.0,0.2857142857142857,0.0
259,5,5,0,0,4,1,4,0,13,6,0.38461538461538464,0.0,0.3076923076923077,0.3076923076923077,0.8333333333333334,0.0,0.16666666666666666,0.0,0.46153846153846156,1.0,0.0,0.25,0.0
260,6,4,0,0,8,3,5,0,19,7,0.3157894736842105,0.0,0.42105263157894735,0.2631578947368421,0.5714285714285714,0.0,0.42857142857142855,0.0,0.3684210526315789,0.6666666666666666,0.0,0.375,0.0
261,8,8,3,3,6,1,5,0,22,12,0.36363636363636365,0.13636363636363635,0.2727272727272727,0.22727272727272727,0.6666666666666666,0.25,0.08333333333333333,0.0,0.5454545454545454,1.0,1.0,0.16666666666666666,0.0
262,6,6,1,1,7,2,2,0,16,9,0.375,0.0625,0.4375,0.125,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.0,0.5625,1.0,1.0,0.2857142857142857,0.0
263,7,7,1,1,5,0,6,0,19,8,0.3684210526315789,0.05263157894736842,0.2631578947368421,0.3157894736842105,0.875,0.125,0.0,0.0,0.42105263157894735,1.0,1.0,0.0,0.0
264,5,4,0,0,11,1,3,0,19,5,0.2631578947368421,0.0,0.5789473684210527,0.15789473684210525,0.8,0.0,0.2,0.0,0.2631578947368421,0.8,0.0,0.09090909090909091,0.0
265,11,10,0,0,9,1,3,0,23,11,0.4782608695652174,0.0,0.391304347826087,0.13043478260869565,0.9090909090909091,0.0,0.09090909090909091,0.0,0.4782608695652174,0.9090909090909091,0.0,0.1111111111111111,0.0
266,6,6,1,1,8,2,5,0,20,9,0.3,0.05,0.4,0.25,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.0,0.45,1.0,1.0,0.25,0.0
267,4,4,2,2,5,1,4,0,15,7,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.26666666666666666,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.4666666666666667,1.0,1.0,0.2,0.0
268,2,1,1,1,10,3,3,0,16,5,0.125,0.0625,0.625,0.1875,0.2,0.2,0.6,0.0,0.3125,0.5,1.0,0.3,0.0
269,8,8,1,1,9,0,8,0,26,9,0.3076923076923077,0.038461538461538464,0.34615384615384615,0.3076923076923077,0.8888888888888888,0.1111111111111111,0.0,0.0,0.34615384615384615,1.0,1.0,0.0,0.0
270,7,7,0,0,8,1,5,0,20,8,0.35,0.0,0.4,0.25,0.875,0.0,0.125,0.0,0.4,1.0,0.0,0.125,0.0
271,9,8,2,2,4,1,3,0,18,11,0.5,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.0,0.6111111111111112,0.8888888888888888,1.0,0.25,0.0
272,4,2,2,2,5,0,4,0,15,4,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.26666666666666666,0.5,0.5,0.0,0.0,0.26666666666666666,0.5,1.0,0.0,0.0
273,5,3,0,0,6,2,5,0,16,5,0.3125,0.0,0.375,0.3125,0.6,0.0,0.4,0.0,0.3125,0.6,0.0,0.3333333333333333,0.0
274,6,6,0,0,3,0,3,0,12,6,0.5,0.0,0.25,0.25,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0
275,5,5,1,1,3,1,3,0,12,7,0.4166666666666667,0.08333333333333333,0.25,0.25,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,0.5833333333333334,1.0,1.0,0.3333333333333333,0.0
276,6,5,0,0,6,0,4,0,16,5,0.375,0.0,0.375,0.25,1.0,0.0,0.0,0.0,0.3125,0.8333333333333334,0.0,0.0,0.0
277,7,7,1,1,7,2,4,0,19,10,0.3684210526315789,0.05263157894736842,0.3684210526315789,0.21052631578947367,0.7,0.1,0.2,0.0,0.5263157894736842,1.0,1.0,0.2857142857142857,0.0
278,5,5,2,2,1,0,1,0,9,7,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.7142857142857143,0.2857142857142857,0.0,0.0,0.7777777777777778,1.0,1.0,0.0,0.0
279,3,3,0,0,8,1,8,0,19,4,0.15789473684210525,0.0,0.42105263157894735,0.42105263157894735,0.75,0.0,0.25,0.0,0.21052631578947367,1.0,0.0,0.125,0.0
280,5,4,0,0,6,0,6,0,17,4,0.29411764705882354,0.0,0.35294117647058826,0.35294117647058826,1.0,0.0,0.0,0.0,0.23529411764705882,0.8,0.0,0.0,0.0
281,2,2,1,1,3,2,6,0,12,5,0.16666666666666666,0.08333333333333333,0.25,0.5,0.4,0.2,0.4,0.0,0.4166666666666667,1.0,1.0,0.6666666666666666,0.0
282,9,7,0,0,5,1,9,0,23,8,0.391304347826087,0.0,0.21739130434782608,0.391304347826087,0.875,0.0,0.125,0.0,0.34782608695652173,0.7777777777777778,0.0,0.2,0.0
283,6,6,1,1,5,0,5,0,17,7,0.35294117647058826,0.058823529411764705,0.29411764705882354,0.29411764705882354,0.8571428571428571,0.14285714285714285,0.0,0.0,0.4117647058823529,1.0,1.0,0.0,0.0
284,7,7,0,0,10,1,6,0,23,8,0.30434782608695654,0.0,0.43478260869565216,0.2608695652173913,0.875,0.0,0.125,0.0,0.34782608695652173,1.0,0.0,0.1,0.0
285,5,5,1,1,7,3,7,0,20,9,0.25,0.05,0.35,0.35,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.0,0.45,1.0,1.0,0.42857142857142855,0.0
286,4,3,1,1,6,1,4,0,15,5,0.26666666666666666,0.06666666666666667,0.4,0.26666666666666666,0.6,0.2,0.2,0.0,0.3333333333333333,0.75,1.0,0.16666666666666666,0.0
287,3,3,0,0,6,3,4,0,13,6,0.23076923076923078,0.0,0.46153846153846156,0.3076923076923077,0.5,0.0,0.5,0.0,0.46153846153846156,1.0,0.0,0.5,0.0
288,6,5,2,2,10,2,0,0,18,9,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.0,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0,0.5,0.8333333333333334,1.0,0.2,0.0
289,6,6,1,1,10,1,4,0,21,8,0.2857142857142857,0.047619047619047616,0.47619047619047616,0.19047619047619047,0.75,0.125,0.125,0.0,0.38095238095238093,1.0,1.0,0.1,0.0
290,9,8,3,3,6,0,6,0,24,11,0.375,0.125,0.25,0.25,0.7272727272727273,0.2727272727272727,0.0,0.0,0.4583333333333333,0.8888888888888888,1.0,0.0,0.0
291,5,3,2,2,12,4,1,0,20,9,0.25,0.1,0.6,0.05,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0,0.45,0.6,1.0,0.3333333333333333,0.0
292,6,5,1,1,6,2,9,0,22,8,0.2727272727272727,0.045454545454545456,0.2727272727272727,0.4090909090909091,0.625,0.125,0.25,0.0,0.36363636363636365,0.8333333333333334,1.0,0.3333333333333333,0.0
293,5,3,0,0,8,2,6,0,19,5,0.2631578947368421,0.0,0.42105263157894735,0.3157894736842105,0.6,0.0,0.4,0.0,0.2631578947368421,0.6,0.0,0.25,0.0
294,9,7,1,1,10,7,5,0,25,15,0.36,0.04,0.4,0.2,0.4666666666666667,0.06666666666666667,0.4666666666666667,0.0,0.6,0.7777777777777778,1.0,0.7,0.0
295,4,4,0,0,8,0,3,0,15,4,0.26666666666666666,0.0,0.5333333333333333,0.2,1.0,0.0,0.0,0.0,0.26666666666666666,1.0,0.0,0.0,0.0
296,8,5,3,3,8,1,2,0,21,9,0.38095238095238093,0.14285714285714285,0.38095238095238093,0.09523809523809523,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,0.42857142857142855,0.625,1.0,0.125,0.0
297,8,6,2,2,8,2,6,0,24,10,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.25,0.6,0.2,0.2,0.0,0.4166666666666667,0.75,1.0,0.25,0.0
